Nombre,Marca,Tipo,Sexo,Rating/5,Reviews,Vol(ml),Precio,Lista_deseos,Concentracion,Formato,Fam_olfativa,Notas_Corazon,Notas_Fondo,Notas_salida,Vol(ml)_num,Precio/ml
Emporio Armani Stronger With You Intensely Eau de Parfum,Armani,Perfumes para hombres,Hombres,4.8,150,30,39.95,5000,EDP,Vaporizador,Fougère oriental,"Lavanda, Canela, Castaña, Tófe","Vainilla, Ámbar, Haba Tonka, Gamuza","Pimienta Rosa, Enebro, Violeta",30.0,1.3316666666666668
Emporio Armani Stronger With You Intensely Eau de Parfum,Armani,Perfumes para hombres,Hombres,4.8,150,50,44.94,5000,EDP,Vaporizador,Fougère oriental,"Lavanda, Canela, Castaña, Tófe","Vainilla, Ámbar, Haba Tonka, Gamuza","Pimienta Rosa, Enebro, Violeta",50.0,0.8987999999999999
Emporio Armani Stronger With You Intensely Eau de Parfum,Armani,Perfumes para hombres,Hombres,4.8,150,100,57.74,5000,EDP,Vaporizador,Fougère oriental,"Lavanda, Canela, Castaña, Tófe","Vainilla, Ámbar, Haba Tonka, Gamuza","Pimienta Rosa, Enebro, Violeta",100.0,0.5774
Black Opium ,Yves Saint Laurent,Perfumes de Mujer,Mujer,4.91,389,30,41.94,18000,EDP,Vaporizador,Floral afrutada,"Flores Blancas, Flor de Azahar, Vainilla","Pachulí, Madera de Cedro, Almizcle Blanco, Acorde de Café Negro","Pera, Esencia de Mandarina",30.0,1.398
Black Opium ,Yves Saint Laurent,Perfumes de Mujer,Mujer,4.91,389,50,55.94,18000,EDP,Vaporizador,Floral afrutada,"Flores Blancas, Flor de Azahar, Vainilla","Pachulí, Madera de Cedro, Almizcle Blanco, Acorde de Café Negro","Pera, Esencia de Mandarina",50.0,1.1188
Black Opium ,Yves Saint Laurent,Perfumes de Mujer,Mujer,4.91,389,90,72.89,18000,EDP,Vaporizador,Floral afrutada,"Flores Blancas, Flor de Azahar, Vainilla","Pachulí, Madera de Cedro, Almizcle Blanco, Acorde de Café Negro","Pera, Esencia de Mandarina",90.0,0.8098888888888889
Black Opium ,Yves Saint Laurent,Perfumes de Mujer,Mujer,4.91,389,150,96.94,18000,EDP,Vaporizador,Floral afrutada,"Flores Blancas, Flor de Azahar, Vainilla","Pachulí, Madera de Cedro, Almizcle Blanco, Acorde de Café Negro","Pera, Esencia de Mandarina",150.0,0.6462666666666667
Ck One ,Calvin Klein,Perfumes de Mujer,Mujer,4.84,402,50,17.95,11000,EDT,Vaporizador,Cítrica aromática,"Jazmín, Lirio de los Valles, Violeta, Nuez Moscada, Rosa","Cedro, Almizcle, Ámbar, Sándalo","Mandarina, Limón, Bergamota, Cardamomo, Piña, Notas Verdes, Papaya",50.0,0.359
Ck One ,Calvin Klein,Perfumes de Mujer,Mujer,4.84,402,100,24.95,11000,EDT,Vaporizador,Cítrica aromática,"Jazmín, Lirio de los Valles, Violeta, Nuez Moscada, Rosa","Cedro, Almizcle, Ámbar, Sándalo","Mandarina, Limón, Bergamota, Cardamomo, Piña, Notas Verdes, Papaya",100.0,0.2495
Ck One ,Calvin Klein,Perfumes de Mujer,Mujer,4.84,402,200,34.95,11000,EDT,Vaporizador,Cítrica aromática,"Jazmín, Lirio de los Valles, Violeta, Nuez Moscada, Rosa","Cedro, Almizcle, Ámbar, Sándalo","Mandarina, Limón, Bergamota, Cardamomo, Piña, Notas Verdes, Papaya",200.0,0.17475000000000002
Ck One ,Calvin Klein,Perfumes de Mujer,Mujer,4.84,402,300,45.74,11000,EDT,Vaporizador,Cítrica aromática,"Jazmín, Lirio de los Valles, Violeta, Nuez Moscada, Rosa","Cedro, Almizcle, Ámbar, Sándalo","Mandarina, Limón, Bergamota, Cardamomo, Piña, Notas Verdes, Papaya",300.0,0.15246666666666667
Paradoxe ,Prada,Perfumes de Mujer,Mujer,4.83,41,30,44.94,15000,EDP,Standard,Ámbar Floral,"Jazmín, Flor de Azahar, Neroli","Vainilla, Ámbar, Benjuí","Bergamota, Pera, Naranja",30.0,1.498
Paradoxe ,Prada,Perfumes de Mujer,Mujer,4.83,41,50,64.94,15000,EDP,Standard,Ámbar Floral,"Jazmín, Flor de Azahar, Neroli","Vainilla, Ámbar, Benjuí","Bergamota, Pera, Naranja",50.0,1.2988
Paradoxe ,Prada,Perfumes de Mujer,Mujer,4.83,41,90,80.92,15000,EDP,Standard,Ámbar Floral,"Jazmín, Flor de Azahar, Neroli","Vainilla, Ámbar, Benjuí","Bergamota, Pera, Naranja",90.0,0.8991111111111111
Paradoxe ,Prada,Perfumes de Mujer,Mujer,4.83,41,100,79.94,15000,EDP,Standard,Ámbar Floral,"Jazmín, Flor de Azahar, Neroli","Vainilla, Ámbar, Benjuí","Bergamota, Pera, Naranja",100.0,0.7994
Amor Amor Eau de Toilette,Cacharel,Perfumes de Mujer,Mujer,4.85,170,30,19.94,11000,EDT,Vaporizador,Floral oriental,"Lirio de los Valles, Rosa, Flor de Melati","Vainilla, Cedro, Sándalo, Almizcle Blanco","Mandarina, Naranja Sanguina, Grosella Negra, Pomelo Rosa",30.0,0.6646666666666667
Amor Amor Eau de Toilette,Cacharel,Perfumes de Mujer,Mujer,4.85,170,50,29.95,11000,EDT,Vaporizador,Floral oriental,"Lirio de los Valles, Rosa, Flor de Melati","Vainilla, Cedro, Sándalo, Almizcle Blanco","Mandarina, Naranja Sanguina, Grosella Negra, Pomelo Rosa",50.0,0.599
Amor Amor Eau de Toilette,Cacharel,Perfumes de Mujer,Mujer,4.85,170,100,31.94,11000,EDT,Vaporizador,Floral oriental,"Lirio de los Valles, Rosa, Flor de Melati","Vainilla, Cedro, Sándalo, Almizcle Blanco","Mandarina, Naranja Sanguina, Grosella Negra, Pomelo Rosa",100.0,0.3194
La Vie Est Belle Eau de Parfum,Lancôme,Perfumes de Mujer,Mujer,4.84,188,30,37.94,11000,EDP,Vaporizador,Floral Frutal Gourmand,"Jazmín, Flor de Azahar, Iris","Vainilla, Pachulí, Haba Tonka, Praliné","Pera, Grosella Negra",30.0,1.2646666666666666
La Vie Est Belle Eau de Parfum,Lancôme,Perfumes de Mujer,Mujer,4.84,188,50,57.94,11000,EDP,Vaporizador,Floral Frutal Gourmand,"Jazmín, Flor de Azahar, Iris","Vainilla, Pachulí, Haba Tonka, Praliné","Pera, Grosella Negra",50.0,1.1588
La Vie Est Belle Eau de Parfum,Lancôme,Perfumes de Mujer,Mujer,4.84,188,75,64.94,11000,EDP,Vaporizador,Floral Frutal Gourmand,"Jazmín, Flor de Azahar, Iris","Vainilla, Pachulí, Haba Tonka, Praliné","Pera, Grosella Negra",75.0,0.8658666666666667
La Vie Est Belle Eau de Parfum,Lancôme,Perfumes de Mujer,Mujer,4.84,188,100,70.94,11000,EDP,Vaporizador,Floral Frutal Gourmand,"Jazmín, Flor de Azahar, Iris","Vainilla, Pachulí, Haba Tonka, Praliné","Pera, Grosella Negra",100.0,0.7094
La Vie Est Belle Eau de Parfum,Lancôme,Perfumes de Mujer,Mujer,4.84,188,150,99.95,11000,EDP,Vaporizador,Floral Frutal Gourmand,"Jazmín, Flor de Azahar, Iris","Vainilla, Pachulí, Haba Tonka, Praliné","Pera, Grosella Negra",150.0,0.6663333333333333
Acqua di Gio Giorgio Armani ,Armani,Perfumes para hombres,Hombres,4.67,21,50,42.94,2000,EDT,Vaporizador,Aromática Acuática,Caqui,"Cedro, Pachulí, Almizcle","Bergamota, Notas Marinas, Hedionda",50.0,0.8588
Acqua di Gio Giorgio Armani ,Armani,Perfumes para hombres,Hombres,4.67,21,100,48.69,2000,EDT,Vaporizador,Aromática Acuática,Caqui,"Cedro, Pachulí, Almizcle","Bergamota, Notas Marinas, Hedionda",100.0,0.4869
Acqua di Gio Giorgio Armani ,Armani,Perfumes para hombres,Hombres,4.67,21,200,84.94,2000,EDT,Vaporizador,Aromática Acuática,Caqui,"Cedro, Pachulí, Almizcle","Bergamota, Notas Marinas, Hedionda",200.0,0.42469999999999997
Libre Eau de Parfum Recargable,Yves Saint Laurent,Perfumes de Mujer,Mujer,5.0,972,30,44.94,11000,EDP,Vaporizador,Ámbar Fougère,"Flor de Azahar, Lavanda, Absoluto de jazmín","Vainilla, Almizcle, Ámbar Gris, Madera de Cedro","Mandarina, Lavanda, Grosella Negra, Petitgrain",30.0,1.498
Libre Eau de Parfum Recargable,Yves Saint Laurent,Perfumes de Mujer,Mujer,5.0,972,50,62.95,11000,EDP,Vaporizador,Ámbar Fougère,"Flor de Azahar, Lavanda, Absoluto de jazmín","Vainilla, Almizcle, Ámbar Gris, Madera de Cedro","Mandarina, Lavanda, Grosella Negra, Petitgrain",50.0,1.2590000000000001
Libre Eau de Parfum Recargable,Yves Saint Laurent,Perfumes de Mujer,Mujer,5.0,972,90,79.89,11000,EDP,Vaporizador,Ámbar Fougère,"Flor de Azahar, Lavanda, Absoluto de jazmín","Vainilla, Almizcle, Ámbar Gris, Madera de Cedro","Mandarina, Lavanda, Grosella Negra, Petitgrain",90.0,0.8876666666666667
Libre Eau de Parfum Recargable,Yves Saint Laurent,Perfumes de Mujer,Mujer,5.0,972,100,65.97,11000,EDP,Vaporizador,Ámbar Fougère,"Flor de Azahar, Lavanda, Absoluto de jazmín","Vainilla, Almizcle, Ámbar Gris, Madera de Cedro","Mandarina, Lavanda, Grosella Negra, Petitgrain",100.0,0.6597
Libre Eau de Parfum Recargable,Yves Saint Laurent,Perfumes de Mujer,Mujer,5.0,972,150,99.95,11000,EDP,Vaporizador,Ámbar Fougère,"Flor de Azahar, Lavanda, Absoluto de jazmín","Vainilla, Almizcle, Ámbar Gris, Madera de Cedro","Mandarina, Lavanda, Grosella Negra, Petitgrain",150.0,0.6663333333333333
Born In Roma Uomo Intense Eau de Parfum,Valentino,Perfumes para hombres,Hombres,4.75,8,50,49.94,3000,Eau de Parfum Intense,Standard,Ámbar Fougère,,,,50.0,0.9987999999999999
Born In Roma Uomo Intense Eau de Parfum,Valentino,Perfumes para hombres,Hombres,4.75,8,100,71.94,3000,Eau de Parfum Intense,Standard,Ámbar Fougère,,,,100.0,0.7193999999999999
Paradoxe Intense EDP,Prada,Eau de parfum (EDP),(Edp),4.9,21,30,44.94,4000,Eau de Parfum Intense,Frasco,Floral ambarina,"Jazmín, Neroli, Musgo","Vainilla, Almizcle","Bergamota, Pera, Neroli",30.0,1.498
Paradoxe Intense EDP,Prada,Eau de parfum (EDP),(Edp),4.9,21,50,62.49,4000,Eau de Parfum Intense,Frasco,Floral ambarina,"Jazmín, Neroli, Musgo","Vainilla, Almizcle","Bergamota, Pera, Neroli",50.0,1.2498
Paradoxe Intense EDP,Prada,Eau de parfum (EDP),(Edp),4.9,21,90,84.94,4000,Eau de Parfum Intense,Frasco,Floral ambarina,"Jazmín, Neroli, Musgo","Vainilla, Almizcle","Bergamota, Pera, Neroli",90.0,0.9437777777777777
Paradoxe Intense EDP,Prada,Eau de parfum (EDP),(Edp),4.9,21,100,83.67,4000,Eau de Parfum Intense,Frasco,Floral ambarina,"Jazmín, Neroli, Musgo","Vainilla, Almizcle","Bergamota, Pera, Neroli",100.0,0.8367
This is Her! Eau de Parfum ,Zadig & Voltaire,Perfumes de Mujer,Mujer,4.9,70,30,34.94,9000,EDP,Vaporizador,Oriental-Vainilla,"Vainilla, Castaña","Cachemira, Sándalo","Pimienta Rosa, Jazmín",30.0,1.1646666666666665
This is Her! Eau de Parfum ,Zadig & Voltaire,Perfumes de Mujer,Mujer,4.9,70,50,49.94,9000,EDP,Vaporizador,Oriental-Vainilla,"Vainilla, Castaña","Cachemira, Sándalo","Pimienta Rosa, Jazmín",50.0,0.9987999999999999
This is Her! Eau de Parfum ,Zadig & Voltaire,Perfumes de Mujer,Mujer,4.9,70,100,69.94,9000,EDP,Vaporizador,Oriental-Vainilla,"Vainilla, Castaña","Cachemira, Sándalo","Pimienta Rosa, Jazmín",100.0,0.6994
The Most Wanted Eau de Parfum Intense,Azzaro,Perfumes para hombres,Mujer,4.8,10,50,43.59,2000,Eau de Parfum Intense,Frasco,,,,,50.0,0.8718
The Most Wanted Eau de Parfum Intense,Azzaro,Perfumes para hombres,Mujer,4.8,10,100,55.94,2000,Eau de Parfum Intense,Frasco,,,,,100.0,0.5594
Ck Be EDT,Calvin Klein,Perfumes de Mujer,Mujer,4.79,116,50,13.95,4000,EDT,Vaporizador,Cítrico almizclado fresco,"Jazmín, Especias, Lavanda, Fresia, Orquídea, Melocotón, Magnolia, Hierba Verde","Almizcle, Ámbar, Sándalo, Haba Tonka, Opoponax","Mandarina, Bergamota, Menta, Lavanda, Enebro, Notas Verdes",50.0,0.27899999999999997
Ck Be EDT,Calvin Klein,Perfumes de Mujer,Mujer,4.79,116,100,19.95,4000,EDT,Vaporizador,Cítrico almizclado fresco,"Jazmín, Especias, Lavanda, Fresia, Orquídea, Melocotón, Magnolia, Hierba Verde","Almizcle, Ámbar, Sándalo, Haba Tonka, Opoponax","Mandarina, Bergamota, Menta, Lavanda, Enebro, Notas Verdes",100.0,0.19949999999999998
Ck Be EDT,Calvin Klein,Perfumes de Mujer,Mujer,4.79,116,200,29.95,4000,EDT,Vaporizador,Cítrico almizclado fresco,"Jazmín, Especias, Lavanda, Fresia, Orquídea, Melocotón, Magnolia, Hierba Verde","Almizcle, Ámbar, Sándalo, Haba Tonka, Opoponax","Mandarina, Bergamota, Menta, Lavanda, Enebro, Notas Verdes",200.0,0.14975
Stronger With You Absolutely Parfum,Armani,Perfumes para hombres,Hombres,4.76,21,50,47.94,2000,EDP,Vaporizador,Oriental fougère,"Lavanda, Davana","Vainilla, Cedro, Pachulí, Castaña","Bergamota, Elemí, Ron",50.0,0.9588
Stronger With You Absolutely Parfum,Armani,Perfumes para hombres,Hombres,4.76,21,100,58.24,2000,EDP,Vaporizador,Oriental fougère,"Lavanda, Davana","Vainilla, Cedro, Pachulí, Castaña","Bergamota, Elemí, Ron",100.0,0.5824
Good Girl ,Carolina Herrera,Perfumes de Mujer,Mujer,4.89,142,30,51.95,14000,EDP,Vaporizador,Frutal Amaderado,Tuberosa,"Haba Tonka, Cacao",Jazmín Sambac,30.0,1.7316666666666667
Good Girl ,Carolina Herrera,Perfumes de Mujer,Mujer,4.89,142,50,74.95,14000,EDP,Vaporizador,Frutal Amaderado,Tuberosa,"Haba Tonka, Cacao",Jazmín Sambac,50.0,1.499
Good Girl ,Carolina Herrera,Perfumes de Mujer,Mujer,4.89,142,80,94.95,14000,EDP,Vaporizador,Frutal Amaderado,Tuberosa,"Haba Tonka, Cacao",Jazmín Sambac,80.0,1.1868750000000001
Good Girl ,Carolina Herrera,Perfumes de Mujer,Mujer,4.89,142,100,99.94,14000,EDP,Vaporizador,Frutal Amaderado,Tuberosa,"Haba Tonka, Cacao",Jazmín Sambac,100.0,0.9994
Good Girl ,Carolina Herrera,Perfumes de Mujer,Mujer,4.89,142,150,119.95,14000,EDP,Vaporizador,Frutal Amaderado,Tuberosa,"Haba Tonka, Cacao",Jazmín Sambac,150.0,0.7996666666666666
L'Eau d'Issey Pour Homme EDT,Issey Miyake,Colonias para hombres,Hombres,4.81,99,40,27.95,2000,EDT,Vaporizador,Amaderada Acuática,"Lirio de los Valles, Geranio, Nuez Moscada, Canela, Azafrán, Flor de Loto, Reseda","Cedro, Almizcle, Ámbar, Vetiver, Sándalo, Tabaco","Mandarina, Limón, Bergamota, Yuzu, Salvia, Cilantro, Calone, Estragón, Cedrón, Ciprés",40.0,0.69875
L'Eau d'Issey Pour Homme EDT,Issey Miyake,Colonias para hombres,Hombres,4.81,99,75,31.94,2000,EDT,Vaporizador,Amaderada Acuática,"Lirio de los Valles, Geranio, Nuez Moscada, Canela, Azafrán, Flor de Loto, Reseda","Cedro, Almizcle, Ámbar, Vetiver, Sándalo, Tabaco","Mandarina, Limón, Bergamota, Yuzu, Salvia, Cilantro, Calone, Estragón, Cedrón, Ciprés",75.0,0.42586666666666667
L'Eau d'Issey Pour Homme EDT,Issey Miyake,Colonias para hombres,Hombres,4.81,99,125,45.49,2000,EDT,Vaporizador,Amaderada Acuática,"Lirio de los Valles, Geranio, Nuez Moscada, Canela, Azafrán, Flor de Loto, Reseda","Cedro, Almizcle, Ámbar, Vetiver, Sándalo, Tabaco","Mandarina, Limón, Bergamota, Yuzu, Salvia, Cilantro, Calone, Estragón, Cedrón, Ciprés",125.0,0.36392
L'Eau d'Issey Pour Homme EDT,Issey Miyake,Colonias para hombres,Hombres,4.81,99,200,64.94,2000,EDT,Vaporizador,Amaderada Acuática,"Lirio de los Valles, Geranio, Nuez Moscada, Canela, Azafrán, Flor de Loto, Reseda","Cedro, Almizcle, Ámbar, Vetiver, Sándalo, Tabaco","Mandarina, Limón, Bergamota, Yuzu, Salvia, Cilantro, Calone, Estragón, Cedrón, Ciprés",200.0,0.3247
Boss Bottled EDT,Hugo Boss,Colonias para hombres,Hombres,4.75,265,50,42.95,5000,EDT,Vaporizador,Amaderado afrutado,"Clavel, Canela, Caoba","Vainilla, Cedro, Sándalo, Olivo","Ciruela, Musgo de Roble",50.0,0.8590000000000001
Boss Bottled EDT,Hugo Boss,Colonias para hombres,Hombres,4.75,265,100,54.95,5000,EDT,Vaporizador,Amaderado afrutado,"Clavel, Canela, Caoba","Vainilla, Cedro, Sándalo, Olivo","Ciruela, Musgo de Roble",100.0,0.5495
Boss Bottled EDT,Hugo Boss,Colonias para hombres,Hombres,4.75,265,200,74.95,5000,EDT,Vaporizador,Amaderado afrutado,"Clavel, Canela, Caoba","Vainilla, Cedro, Sándalo, Olivo","Ciruela, Musgo de Roble",200.0,0.37475
Le Male Le Parfum EDP,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.83,18,75,63.94,4000,EDP,Vaporizador,Oriental Amaderada,"Lirio, Lavanda",Vainilla,Cardamomo,75.0,0.8525333333333333
Le Male Le Parfum EDP,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.83,18,125,79.94,4000,EDP,Vaporizador,Oriental Amaderada,"Lirio, Lavanda",Vainilla,Cardamomo,125.0,0.63952
Le Male Le Parfum EDP,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.83,18,200,103.94,4000,EDP,Vaporizador,Oriental Amaderada,"Lirio, Lavanda",Vainilla,Cardamomo,200.0,0.5196999999999999
Fantasy ,Britney Spears,Perfumes de Mujer,Mujer,4.67,260,30,10.98,8000,EDP,Vaporizador,Floral Frutal,"Jazmín, Orquídea, Chocolate Blanco","Almizcle, Madera, Lirio","Kiwi, Membrillo, Lichi Rojo",30.0,0.366
Fantasy ,Britney Spears,Perfumes de Mujer,Mujer,4.67,260,100,28.89,8000,EDP,Vaporizador,Floral Frutal,"Jazmín, Orquídea, Chocolate Blanco","Almizcle, Madera, Lirio","Kiwi, Membrillo, Lichi Rojo",100.0,0.2889
LoveMe Eau de Parfum,Tous,Perfumes de Mujer,Mujer,4.78,63,30,22.94,6000,EDP,Vaporizador,Floral Frutal,"Peonía, Jazmín, Rosa de Damasco","Cachemira, Cedro, Musgo","Lichi, Pomelo, Pimienta Rosa",30.0,0.7646666666666667
LoveMe Eau de Parfum,Tous,Perfumes de Mujer,Mujer,4.78,63,50,36.89,6000,EDP,Vaporizador,Floral Frutal,"Peonía, Jazmín, Rosa de Damasco","Cachemira, Cedro, Musgo","Lichi, Pomelo, Pimienta Rosa",50.0,0.7378
LoveMe Eau de Parfum,Tous,Perfumes de Mujer,Mujer,4.78,63,90,44.37,6000,EDP,Vaporizador,Floral Frutal,"Peonía, Jazmín, Rosa de Damasco","Cachemira, Cedro, Musgo","Lichi, Pomelo, Pimienta Rosa",90.0,0.493
212 Vip Rose EDP,Carolina Herrera,Perfumes de Mujer,Mujer,4.88,121,30,31.94,8000,EDP,Vaporizador,Floral Frutal,Flor de Durazdeno,"Almizcle, Ámbar","Frutal, Champaña",30.0,1.0646666666666667
212 Vip Rose EDP,Carolina Herrera,Perfumes de Mujer,Mujer,4.88,121,50,48.9,8000,EDP,Vaporizador,Floral Frutal,Flor de Durazdeno,"Almizcle, Ámbar","Frutal, Champaña",50.0,0.978
212 Vip Rose EDP,Carolina Herrera,Perfumes de Mujer,Mujer,4.88,121,80,62.94,8000,EDP,Vaporizador,Floral Frutal,Flor de Durazdeno,"Almizcle, Ámbar","Frutal, Champaña",80.0,0.78675
212 Vip Rose EDP,Carolina Herrera,Perfumes de Mujer,Mujer,4.88,121,125,69.94,8000,EDP,Vaporizador,Floral Frutal,Flor de Durazdeno,"Almizcle, Ámbar","Frutal, Champaña",125.0,0.55952
Cool Water Hombre,Davidoff,Colonias para hombres,Hombres,4.8,210,75,19.94,4000,EDT,Vaporizador,Cítrica Acúatica,"Jazmín, Flor de Azahar, Geranio, Sándalo, Musgo","Almizcle, Ámbar","Menta, Lavanda, Romero, Agua Marina",75.0,0.2658666666666667
Cool Water Hombre,Davidoff,Colonias para hombres,Hombres,4.8,210,125,25.69,4000,EDT,Vaporizador,Cítrica Acúatica,"Jazmín, Flor de Azahar, Geranio, Sándalo, Musgo","Almizcle, Ámbar","Menta, Lavanda, Romero, Agua Marina",125.0,0.20552
Cool Water Hombre,Davidoff,Colonias para hombres,Hombres,4.8,210,200,29.94,4000,EDT,Vaporizador,Cítrica Acúatica,"Jazmín, Flor de Azahar, Geranio, Sándalo, Musgo","Almizcle, Ámbar","Menta, Lavanda, Romero, Agua Marina",200.0,0.1497
Ck In2u For Him EDT,Calvin Klein,Colonias para hombres,Hombres,4.68,165,100,19.75,,EDT,Vaporizador,Fougère Aromático,"Pimienta, Cacao, Shiso","Cedro, Almizcle, Vetiver","Pomelo, Lima, Tangelo",100.0,0.1975
Ck In2u For Her EDT,Calvin Klein,Perfumes de Mujer,Mujer,4.88,251,100,19.49,,EDT,Vaporizador,Oriental Floral,"Cactus, Orquídea de Vainilla, Orquídea","Vainilla, Cedro, Ámbar","Bergamota, Toronja, Grosella Negra",100.0,0.1949
 Le Male Elixir Eau de Parfum ,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.88,8,75,67.94,3000,EDP,Standard,,Lavanda,Benjuí,Haba Tonka,75.0,0.9058666666666666
 Le Male Elixir Eau de Parfum ,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.88,8,125,88.94,3000,EDP,Standard,,Lavanda,Benjuí,Haba Tonka,125.0,0.7115199999999999
 Le Male Elixir Eau de Parfum ,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.88,8,200,115.94,3000,EDP,Standard,,Lavanda,Benjuí,Haba Tonka,200.0,0.5797
Burberry for Women,Burberry,Perfumes de Mujer,Mujer,4.86,108,100,39.95,,EDP,Vaporizador,Floral Frutal,"Jazmín, Sándalo, Cedro, Musgo","Vainilla, Cedro, Almizcle","Pera, Manzana Verde, Grosella Negra, Durazno",100.0,0.3995
Light Blue ,Dolce & Gabbana,Perfumes de Mujer,Mujer,4.86,257,25,31.94,8000,EDT,Vaporizador,Floral afrutada,"Jazmín, Bambú, Rosa Blanca","Cedro, Almizcle, Ámbar","Limón, Manzana, Jacinto",25.0,1.2776
Light Blue ,Dolce & Gabbana,Perfumes de Mujer,Mujer,4.86,257,50,48.74,8000,EDT,Vaporizador,Floral afrutada,"Jazmín, Bambú, Rosa Blanca","Cedro, Almizcle, Ámbar","Limón, Manzana, Jacinto",50.0,0.9748
Light Blue ,Dolce & Gabbana,Perfumes de Mujer,Mujer,4.86,257,100,59.95,8000,EDT,Vaporizador,Floral afrutada,"Jazmín, Bambú, Rosa Blanca","Cedro, Almizcle, Ámbar","Limón, Manzana, Jacinto",100.0,0.5995
Light Blue ,Dolce & Gabbana,Perfumes de Mujer,Mujer,4.86,257,200,81.64,8000,EDT,Vaporizador,Floral afrutada,"Jazmín, Bambú, Rosa Blanca","Cedro, Almizcle, Ámbar","Limón, Manzana, Jacinto",200.0,0.4082
Estuche Boss Bottled Eau de Toilette para Hombres,Hugo Boss,Cofres de perfumes para hombre,Hombres,,,EDT 100 ML + Gel 100 ml + Desodorante 150 ml,56.94,,EDT,Pack de productos / Set / Cofre,Frutal Amaderado,"Geranio, Canela",Madera,Manzana,,
Donna Born in Roma Eau de Parfum Perfume de Mujer,Valentino,Perfumes de Mujer,Mujer,4.88,114,50,54.94,7000,EDP,Vaporizador,Floriental,Jazmín,"Vainilla, Notas Amaderadas","Bergamota, Grosella Negra",50.0,1.0988
Donna Born in Roma Eau de Parfum Perfume de Mujer,Valentino,Perfumes de Mujer,Mujer,4.88,114,100,76.94,7000,EDP,Vaporizador,Floriental,Jazmín,"Vainilla, Notas Amaderadas","Bergamota, Grosella Negra",100.0,0.7694
Sí Eau de Parfum Perfume de mujer,Armani,Perfumes de Mujer,Mujer,4.85,95,30,44.94,5000,EDP,Vaporizador,Chipre Frutal,"Rosa, Fresia","Vainilla, Pachulí, Ambroxan, Notas Amaderadas",Casis,30.0,1.498
Sí Eau de Parfum Perfume de mujer,Armani,Perfumes de Mujer,Mujer,4.85,95,50,55.94,5000,EDP,Vaporizador,Chipre Frutal,"Rosa, Fresia","Vainilla, Pachulí, Ambroxan, Notas Amaderadas",Casis,50.0,1.1188
Sí Eau de Parfum Perfume de mujer,Armani,Perfumes de Mujer,Mujer,4.85,95,100,72.94,5000,EDP,Vaporizador,Chipre Frutal,"Rosa, Fresia","Vainilla, Pachulí, Ambroxan, Notas Amaderadas",Casis,100.0,0.7293999999999999
Sí Eau de Parfum Perfume de mujer,Armani,Perfumes de Mujer,Mujer,4.85,95,150,79.94,5000,EDP,Vaporizador,Chipre Frutal,"Rosa, Fresia","Vainilla, Pachulí, Ambroxan, Notas Amaderadas",Casis,150.0,0.5329333333333334
Libre Intense EDP Perfume de Mujer,Yves Saint Laurent,Perfumes de Mujer,Mujer,4.99,124,30,49.94,6000,EDP,Vaporizador,Floral,"Flor de Azahar, Orquídea, Sampaguita","Vainilla, Vetiver, Haba Tonka, Ámbar Gris","Mandarina, Bergamota, Lavanda",30.0,1.6646666666666665
Libre Intense EDP Perfume de Mujer,Yves Saint Laurent,Perfumes de Mujer,Mujer,4.99,124,50,71.94,6000,EDP,Vaporizador,Floral,"Flor de Azahar, Orquídea, Sampaguita","Vainilla, Vetiver, Haba Tonka, Ámbar Gris","Mandarina, Bergamota, Lavanda",50.0,1.4387999999999999
Libre Intense EDP Perfume de Mujer,Yves Saint Laurent,Perfumes de Mujer,Mujer,4.99,124,90,88.94,6000,EDP,Vaporizador,Floral,"Flor de Azahar, Orquídea, Sampaguita","Vainilla, Vetiver, Haba Tonka, Ámbar Gris","Mandarina, Bergamota, Lavanda",90.0,0.9882222222222222
Le Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.87,107,40,39.74,3000,EDT,Vaporizador,Oriental fougère,"Flor de Azahar, Canela, Alcaravea","Vainilla, Cedro, Ámbar, Sándalo, Haba Tonka","Bergamota, Menta, Lavanda, Cardamomo, Abrótano",40.0,0.9935
Le Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.87,107,75,56.94,3000,EDT,Vaporizador,Oriental fougère,"Flor de Azahar, Canela, Alcaravea","Vainilla, Cedro, Ámbar, Sándalo, Haba Tonka","Bergamota, Menta, Lavanda, Cardamomo, Abrótano",75.0,0.7592
Le Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.87,107,125,72.94,3000,EDT,Vaporizador,Oriental fougère,"Flor de Azahar, Canela, Alcaravea","Vainilla, Cedro, Ámbar, Sándalo, Haba Tonka","Bergamota, Menta, Lavanda, Cardamomo, Abrótano",125.0,0.5835199999999999
Le Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.87,107,200,94.94,3000,EDT,Vaporizador,Oriental fougère,"Flor de Azahar, Canela, Alcaravea","Vainilla, Cedro, Ámbar, Sándalo, Haba Tonka","Bergamota, Menta, Lavanda, Cardamomo, Abrótano",200.0,0.4747
